home_score,away_score,home_team_id,away_team_id,description
3,1,Palermo,Bologna,Palermo vs Bologna
2,1,Juventus,Atalanta,Juventus vs Atalanta
1,1,Livorno,Bari 1908,Livorno vs Bari 1908
1,1,Sampdoria,Cagliari,Sampdoria vs Cagliari
1,0,Napoli,Catania,Napoli vs Catania
0,0,Robur Siena,Genoa,Robur Siena vs Genoa
0,0,Chievo,Parma,Chievo vs Parma
4,1,Fiorentina,Udinese,Fiorentina vs Udinese
1,1,Milan,Lazio,Milan vs Lazio
3,0,Internazionale,Bologna,Internazionale vs Bologna
1,1,Parma,Fiorentina,Parma vs Fiorentina
1,1,Genoa,Livorno,Genoa vs Livorno
2,3,Cagliari,Milan,Cagliari vs Milan
1,1,Lazio,Napoli,Lazio vs Napoli
0,1,Bari 1908,Roma,Bari 1908 vs Roma
1,2,Chievo,Sampdoria,Chievo vs Sampdoria
2,0,Atalanta,Robur Siena,Atalanta vs Robur Siena
2,0,Catania,Palermo,Catania vs Palermo
3,0,Udinese,Juventus,Udinese vs Juventus
2,3,Napoli,Parma,Napoli vs Parma
2,2,Fiorentina,Internazionale,Fiorentina vs Internazionale
2,1,Roma,Atalanta,Roma vs Atalanta
3,2,Robur Siena,Bari 1908,Robur Siena vs Bari 1908
1,0,Juventus,Cagliari,Juventus vs Cagliari
2,2,Milan,Catania,Milan vs Catania
3,1,Palermo,Chievo,Palermo vs Chievo
2,3,Bologna,Lazio,Bologna vs Lazio
0,2,Livorno,Udinese,Livorno vs Udinese
1,0,Sampdoria,Genoa,Sampdoria vs Genoa
2,0,Internazionale,Juventus,Internazionale vs Juventus
2,0,Chievo,Livorno,Chievo vs Livorno
1,1,Udinese,Bologna,Udinese vs Bologna
2,1,Atalanta,Fiorentina,Atalanta vs Fiorentina
2,3,Parma,Genoa,Parma vs Genoa
2,1,Sampdoria,Milan,Sampdoria vs Milan
1,2,Bari 1908,Napoli,Bari 1908 vs Napoli
2,2,Cagliari,Palermo,Cagliari vs Palermo
2,2,Catania,Robur Siena,Catania vs Robur Siena
1,2,Lazio,Roma,Lazio vs Roma
3,1,Internazionale,Atalanta,Internazionale vs Atalanta
3,1,Palermo,Milan,Palermo vs Milan
3,0,Juventus,Bari 1908,Juventus vs Bari 1908
0,0,Napoli,Cagliari,Napoli vs Cagliari
3,1,Livorno,Catania,Livorno vs Catania
0,2,Fiorentina,Chievo,Fiorentina vs Chievo
1,2,Genoa,Lazio,Genoa vs Lazio
2,1,Bologna,Parma,Bologna vs Parma
4,1,Udinese,Robur Siena,Udinese vs Robur Siena
1,2,Roma,Sampdoria,Roma vs Sampdoria
1,2,Parma,Roma,Parma vs Roma
1,0,Milan,Fiorentina,Milan vs Fiorentina
1,1,Atalanta,Bologna,Atalanta vs Bologna
3,0,Bari 1908,Genoa,Bari 1908 vs Genoa
1,1,Catania,Juventus,Catania vs Juventus
2,0,Sampdoria,Livorno,Sampdoria vs Livorno
1,2,Chievo,Napoli,Chievo vs Napoli
1,2,Robur Siena,Palermo,Robur Siena vs Palermo
2,2,Cagliari,Udinese,Cagliari vs Udinese
0,2,Lazio,Internazionale,Lazio vs Internazionale
2,0,Napoli,Atalanta,Napoli vs Atalanta
3,3,Udinese,Bari 1908,Udinese vs Bari 1908
2,1,Roma,Cagliari,Roma vs Cagliari
1,1,Bologna,Catania,Bologna vs Catania
4,3,Internazionale,Chievo,Internazionale vs Chievo
1,2,Livorno,Lazio,Livorno vs Lazio
1,0,Genoa,Milan,Genoa vs Milan
2,3,Juventus,Parma,Juventus vs Parma
1,1,Palermo,Sampdoria,Palermo vs Sampdoria
1,1,Fiorentina,Robur Siena,Fiorentina vs Robur Siena
3,0,Milan,Juventus,Milan vs Juventus
3,1,Lazio,Udinese,Lazio vs Udinese
1,1,Cagliari,Bologna,Cagliari vs Bologna
2,0,Bari 1908,Fiorentina,Bari 1908 vs Fiorentina
1,0,Catania,Genoa,Catania vs Genoa
0,1,Robur Siena,Internazionale,Robur Siena vs Internazionale
4,1,Parma,Livorno,Parma vs Livorno
1,0,Sampdoria,Napoli,Sampdoria vs Napoli
1,2,Atalanta,Palermo,Atalanta vs Palermo
0,2,Chievo,Roma,Chievo vs Roma
0,0,Roma,Cesena,Roma vs Cesena
1,0,Bari 1908,Juventus,Bari 1908 vs Juventus
2,1,Chievo,Catania,Chievo vs Catania
4,0,Milan,Lecce,Milan vs Lecce
2,0,Parma,Brescia,Parma vs Brescia
2,0,Sampdoria,Lazio,Sampdoria vs Lazio
0,0,Palermo,Cagliari,Palermo vs Cagliari
1,1,Fiorentina,Napoli,Fiorentina vs Napoli
0,0,Bologna,Internazionale,Bologna vs Internazionale
0,1,Udinese,Genoa,Udinese vs Genoa
1,0,Lecce,Fiorentina,Lecce vs Fiorentina
1,0,Lecce,Fiorentina,Lecce vs Fiorentina
1,0,Lecce,Fiorentina,Lecce vs Fiorentina
1,3,Genoa,Chievo,Genoa vs Chievo
2,1,Internazionale,Udinese,Internazionale vs Udinese
5,1,Cagliari,Roma,Cagliari vs Roma
2,0,Cesena,Milan,Cesena vs Milan
3,2,Brescia,Palermo,Brescia vs Palermo
2,1,Catania,Parma,Catania vs Parma
3,3,Juventus,Sampdoria,Juventus vs Sampdoria
3,1,Lazio,Bologna,Lazio vs Bologna
2,2,Napoli,Bari 1908,Napoli vs Bari 1908
2,2,Roma,Bologna,Roma vs Bologna
1,2,Fiorentina,Lazio,Fiorentina vs Lazio
1,1,Milan,Catania,Milan vs Catania
0,0,Bari 1908,Cagliari,Bari 1908 vs Cagliari
0,1,Chievo,Brescia,Chievo vs Brescia
1,0,Cesena,Lecce,Cesena vs Lecce
1,1,Parma,Genoa,Parma vs Genoa
0,4,Udinese,Juventus,Udinese vs Juventus
1,2,Palermo,Internazionale,Palermo vs Internazionale
1,2,Sampdoria,Napoli,Sampdoria vs Napoli
1,3,Juventus,Palermo,Juventus vs Palermo
1,3,Juventus,Palermo,Juventus vs Palermo
1,3,Juventus,Palermo,Juventus vs Palermo
2,1,Brescia,Roma,Brescia vs Roma
0,0,Cagliari,Sampdoria,Cagliari vs Sampdoria
1,1,Genoa,Fiorentina,Genoa vs Fiorentina
4,0,Internazionale,Bari 1908,Internazionale vs Bari 1908
1,1,Lazio,Milan,Lazio vs Milan
1,1,Lecce,Parma,Lecce vs Parma
2,1,Bologna,Udinese,Bologna vs Udinese
1,3,Napoli,Chievo,Napoli vs Chievo
2,0,Catania,Cesena,Catania vs Cesena
1,0,Milan,Genoa,Milan vs Genoa
1,0,Roma,Internazionale,Roma vs Internazionale
1,4,Cesena,Napoli,Cesena vs Napoli
2,1,Bari 1908,Brescia,Bari 1908 vs Brescia
0,1,Chievo,Lazio,Chievo vs Lazio
1,1,Catania,Bologna,Catania vs Bologna
0,0,Sampdoria,Udinese,Sampdoria vs Udinese
2,2,Palermo,Lecce,Palermo vs Lecce
2,0,Fiorentina,Parma,Fiorentina vs Parma
4,2,Juventus,Cagliari,Juventus vs Cagliari
2,1,Genoa,Bari 1908,Genoa vs Bari 1908
1,0,Udinese,Cesena,Udinese vs Cesena
0,1,Parma,Milan,Parma vs Milan
1,0,Lecce,Catania,Lecce vs Catania
0,0,Chievo,Cagliari,Chievo vs Cagliari
1,0,Lazio,Brescia,Lazio vs Brescia
1,1,Bologna,Sampdoria,Bologna vs Sampdoria
1,2,Fiorentina,Palermo,Fiorentina vs Palermo
2,0,Napoli,Roma,Napoli vs Roma
0,0,Internazionale,Juventus,Internazionale vs Juventus
3,1,Milan,Chievo,Milan vs Chievo
2,1,Roma,Genoa,Roma vs Genoa
0,1,Cagliari,Internazionale,Cagliari vs Internazionale
0,1,Brescia,Udinese,Brescia vs Udinese
1,1,Catania,Napoli,Catania vs Napoli
1,1,Cesena,Parma,Cesena vs Parma
4,0,Juventus,Lecce,Juventus vs Lecce
4,1,Palermo,Bologna,Palermo vs Bologna
2,1,Sampdoria,Fiorentina,Sampdoria vs Fiorentina
0,2,Bari 1908,Lazio,Bari 1908 vs Lazio
2,1,Chievo,Cesena,Chievo vs Cesena
2,1,Fiorentina,Bari 1908,Fiorentina vs Bari 1908
0,0,Parma,Roma,Parma vs Roma
0,0,Bologna,Juventus,Bologna vs Juventus
1,0,Genoa,Catania,Genoa vs Catania
2,1,Lazio,Cagliari,Lazio vs Cagliari
2,1,Lecce,Brescia,Lecce vs Brescia
2,1,Udinese,Palermo,Udinese vs Palermo
1,1,Internazionale,Sampdoria,Internazionale vs Sampdoria
1,2,Napoli,Milan,Napoli vs Milan
0,1,Cesena,Sampdoria,Cesena vs Sampdoria
0,1,Genoa,Internazionale,Genoa vs Internazionale
2,0,Roma,Lecce,Roma vs Lecce
1,2,Milan,Juventus,Milan vs Juventus
0,1,Palermo,Lazio,Palermo vs Lazio
0,2,Bari 1908,Udinese,Bari 1908 vs Udinese
0,1,Brescia,Napoli,Brescia vs Napoli
2,0,Cagliari,Bologna,Cagliari vs Bologna
0,0,Parma,Chievo,Parma vs Chievo
0,0,Catania,Fiorentina,Catania vs Fiorentina
0,2,Lazio,Roma,Lazio vs Roma
0,2,Lazio,Roma,Lazio vs Roma
0,2,Lazio,Roma,Lazio vs Roma
2,0,Bologna,Lecce,Bologna vs Lecce
1,1,Internazionale,Brescia,Internazionale vs Brescia
1,0,Fiorentina,Chievo,Fiorentina vs Chievo
2,3,Bari 1908,Milan,Bari 1908 vs Milan
0,0,Sampdoria,Catania,Sampdoria vs Catania
1,1,Udinese,Cagliari,Udinese vs Cagliari
2,0,Napoli,Parma,Napoli vs Parma
1,0,Palermo,Genoa,Palermo vs Genoa
3,1,Juventus,Cesena,Juventus vs Cesena
1,1,Brescia,Juventus,Brescia vs Juventus
0,1,Cagliari,Napoli,Cagliari vs Napoli
1,0,Catania,Udinese,Catania vs Udinese
1,0,Cesena,Lazio,Cesena vs Lazio
0,0,Chievo,Bari 1908,Chievo vs Bari 1908
1,0,Genoa,Bologna,Genoa vs Bologna
1,1,Lecce,Internazionale,Lecce vs Internazionale
3,1,Milan,Palermo,Milan vs Palermo
3,2,Roma,Fiorentina,Roma vs Fiorentina
1,0,Parma,Sampdoria,Parma vs Sampdoria
2,0,Lazio,Napoli,Lazio vs Napoli
1,0,Fiorentina,Cesena,Fiorentina vs Cesena
1,1,Juventus,Roma,Juventus vs Roma
0,1,Bari 1908,Parma,Bari 1908 vs Parma
1,0,Bologna,Brescia,Bologna vs Brescia
0,1,Cagliari,Genoa,Cagliari vs Genoa
3,1,Palermo,Catania,Palermo vs Catania
0,0,Sampdoria,Chievo,Sampdoria vs Chievo
4,0,Udinese,Lecce,Udinese vs Lecce
0,1,Internazionale,Milan,Internazionale vs Milan
2,3,Lecce,Sampdoria,Lecce vs Sampdoria
2,0,Roma,Udinese,Roma vs Udinese
1,0,Milan,Fiorentina,Milan vs Fiorentina
0,2,Genoa,Juventus,Genoa vs Juventus
1,2,Brescia,Cagliari,Brescia vs Cagliari
1,0,Catania,Bari 1908,Catania vs Bari 1908
1,2,Cesena,Palermo,Cesena vs Palermo
2,1,Chievo,Internazionale,Chievo vs Internazionale
1,1,Parma,Lazio,Parma vs Lazio
4,1,Napoli,Bologna,Napoli vs Bologna
3,1,Palermo,Roma,Palermo vs Roma
1,1,Sampdoria,Milan,Sampdoria vs Milan
1,1,Juventus,Fiorentina,Juventus vs Fiorentina
5,2,Internazionale,Parma,Internazionale vs Parma
1,1,Bari 1908,Cesena,Bari 1908 vs Cesena
0,0,Brescia,Genoa,Brescia vs Genoa
3,2,Cagliari,Lecce,Cagliari vs Lecce
1,1,Lazio,Catania,Lazio vs Catania
3,1,Udinese,Napoli,Udinese vs Napoli
2,1,Bologna,Chievo,Bologna vs Chievo
2,2,Chievo,Roma,Chievo vs Roma
3,1,Lazio,Internazionale,Lazio vs Internazionale
0,2,Cesena,Bologna,Cesena vs Bologna
3,0,Milan,Brescia,Milan vs Brescia
1,3,Lecce,Genoa,Lecce vs Genoa
1,0,Fiorentina,Cagliari,Fiorentina vs Cagliari
3,0,Sampdoria,Bari 1908,Sampdoria vs Bari 1908
2,1,Parma,Udinese,Parma vs Udinese
1,0,Napoli,Palermo,Napoli vs Palermo
1,3,Catania,Juventus,Catania vs Juventus
1,0,Roma,Bari 1908,Roma vs Bari 1908
1,0,Roma,Bari 1908,Roma vs Bari 1908
1,0,Roma,Bari 1908,Roma vs Bari 1908
3,1,Palermo,Parma,Palermo vs Parma
0,1,Genoa,Napoli,Genoa vs Napoli
2,1,Udinese,Fiorentina,Udinese vs Fiorentina
1,0,Brescia,Sampdoria,Brescia vs Sampdoria
0,3,Bologna,Milan,Bologna vs Milan
3,0,Cagliari,Catania,Cagliari vs Catania
2,1,Juventus,Lazio,Juventus vs Lazio
3,2,Internazionale,Cesena,Internazionale vs Cesena
3,2,Lecce,Chievo,Lecce vs Chievo
1,0,Cesena,Cagliari,Cesena vs Cagliari
3,2,Lazio,Udinese,Lazio vs Udinese
0,1,Milan,Roma,Milan vs Roma
1,0,Catania,Brescia,Catania vs Brescia
1,1,Bari 1908,Palermo,Bari 1908 vs Palermo
1,1,Chievo,Juventus,Chievo vs Juventus
1,0,Napoli,Lecce,Napoli vs Lecce
0,0,Parma,Bologna,Parma vs Bologna
0,1,Sampdoria,Genoa,Sampdoria vs Genoa
1,2,Fiorentina,Internazionale,Fiorentina vs Internazionale
0,1,Cagliari,Milan,Cagliari vs Milan
1,4,Juventus,Parma,Juventus vs Parma
1,2,Brescia,Cesena,Brescia vs Cesena
0,1,Lecce,Bari 1908,Lecce vs Bari 1908
0,0,Genoa,Lazio,Genoa vs Lazio
2,0,Udinese,Chievo,Udinese vs Chievo
4,2,Roma,Catania,Roma vs Catania
3,0,Palermo,Sampdoria,Palermo vs Sampdoria
1,1,Bologna,Fiorentina,Bologna vs Fiorentina
3,1,Internazionale,Napoli,Internazionale vs Napoli
0,2,Bari 1908,Bologna,Bari 1908 vs Bologna
2,1,Sampdoria,Roma,Sampdoria vs Roma
1,2,Catania,Internazionale,Catania vs Internazionale
0,0,Chievo,Palermo,Chievo vs Palermo
3,2,Fiorentina,Brescia,Fiorentina vs Brescia
0,0,Cesena,Genoa,Cesena vs Genoa
4,4,Milan,Udinese,Milan vs Udinese
1,2,Lazio,Lecce,Lazio vs Lecce
3,0,Napoli,Juventus,Napoli vs Juventus
1,2,Parma,Cagliari,Parma vs Cagliari
1,1,Catania,Chievo,Catania vs Chievo
0,0,Napoli,Fiorentina,Napoli vs Fiorentina
4,1,Internazionale,Bologna,Internazionale vs Bologna
3,1,Cagliari,Palermo,Cagliari vs Palermo
2,1,Juventus,Bari 1908,Juventus vs Bari 1908
0,1,Cesena,Roma,Cesena vs Roma
2,0,Brescia,Parma,Brescia vs Parma
2,4,Genoa,Udinese,Genoa vs Udinese
1,0,Lazio,Sampdoria,Lazio vs Sampdoria
1,1,Lecce,Milan,Lecce vs Milan
1,0,Palermo,Brescia,Palermo vs Brescia
3,1,Bologna,Lazio,Bologna vs Lazio
2,0,Parma,Catania,Parma vs Catania
3,0,Roma,Cagliari,Roma vs Cagliari
3,1,Udinese,Internazionale,Udinese vs Internazionale
0,0,Chievo,Genoa,Chievo vs Genoa
0,0,Sampdoria,Juventus,Sampdoria vs Juventus
1,1,Fiorentina,Lecce,Fiorentina vs Lecce
0,2,Bari 1908,Napoli,Bari 1908 vs Napoli
2,0,Milan,Cesena,Milan vs Cesena
2,0,Lazio,Fiorentina,Lazio vs Fiorentina
0,2,Catania,Milan,Catania vs Milan
0,3,Brescia,Chievo,Brescia vs Chievo
2,1,Cagliari,Bari 1908,Cagliari vs Bari 1908
1,1,Lecce,Cesena,Lecce vs Cesena
3,1,Genoa,Parma,Genoa vs Parma
4,0,Napoli,Sampdoria,Napoli vs Sampdoria
3,2,Internazionale,Palermo,Internazionale vs Palermo
1,2,Juventus,Udinese,Juventus vs Udinese
0,1,Bologna,Roma,Bologna vs Roma
0,0,Milan,Lazio,Milan vs Lazio
0,1,Sampdoria,Cagliari,Sampdoria vs Cagliari
1,1,Cesena,Catania,Cesena vs Catania
1,0,Fiorentina,Genoa,Fiorentina vs Genoa
2,1,Palermo,Juventus,Palermo vs Juventus
0,1,Parma,Lecce,Parma vs Lecce
1,1,Udinese,Bologna,Udinese vs Bologna
2,0,Chievo,Napoli,Chievo vs Napoli
0,3,Bari 1908,Internazionale,Bari 1908 vs Internazionale
1,1,Roma,Brescia,Roma vs Brescia
2,0,Udinese,Sampdoria,Udinese vs Sampdoria
1,3,Cagliari,Juventus,Cagliari vs Juventus
1,0,Bologna,Catania,Bologna vs Catania
2,0,Brescia,Bari 1908,Brescia vs Bari 1908
1,1,Lazio,Chievo,Lazio vs Chievo
2,0,Napoli,Cesena,Napoli vs Cesena
1,1,Genoa,Milan,Genoa vs Milan
2,4,Lecce,Palermo,Lecce vs Palermo
1,1,Parma,Fiorentina,Parma vs Fiorentina
5,3,Internazionale,Roma,Internazionale vs Roma
4,0,Milan,Parma,Milan vs Parma
0,2,Roma,Napoli,Roma vs Napoli
2,4,Palermo,Fiorentina,Palermo vs Fiorentina
4,1,Cagliari,Chievo,Cagliari vs Chievo
0,0,Bari 1908,Genoa,Bari 1908 vs Genoa
0,2,Brescia,Lazio,Brescia vs Lazio
3,2,Catania,Lecce,Catania vs Lecce
0,3,Cesena,Udinese,Cesena vs Udinese
3,1,Sampdoria,Bologna,Sampdoria vs Bologna
1,0,Juventus,Internazionale,Juventus vs Internazionale
2,2,Parma,Cesena,Parma vs Cesena
2,2,Parma,Cesena,Parma vs Cesena
2,2,Parma,Cesena,Parma vs Cesena
1,0,Bologna,Palermo,Bologna vs Palermo
1,0,Internazionale,Cagliari,Internazionale vs Cagliari
2,0,Lecce,Juventus,Lecce vs Juventus
1,0,Lazio,Bari 1908,Lazio vs Bari 1908
0,0,Udinese,Brescia,Udinese vs Brescia
1,2,Chievo,Milan,Chievo vs Milan
4,3,Genoa,Roma,Genoa vs Roma
0,0,Fiorentina,Sampdoria,Fiorentina vs Sampdoria
1,0,Napoli,Catania,Napoli vs Catania
0,2,Juventus,Bologna,Juventus vs Bologna
2,1,Catania,Genoa,Catania vs Genoa
1,0,Cesena,Chievo,Cesena vs Chievo
1,1,Bari 1908,Fiorentina,Bari 1908 vs Fiorentina
1,0,Cagliari,Lazio,Cagliari vs Lazio
2,2,Brescia,Lecce,Brescia vs Lecce
2,2,Roma,Parma,Roma vs Parma
0,7,Palermo,Udinese,Palermo vs Udinese
0,2,Sampdoria,Internazionale,Sampdoria vs Internazionale
3,0,Milan,Napoli,Milan vs Napoli
0,1,Juventus,Milan,Juventus vs Milan
1,2,Lecce,Roma,Lecce vs Roma
2,3,Sampdoria,Cesena,Sampdoria vs Cesena
1,0,Udinese,Bari 1908,Udinese vs Bari 1908
0,0,Napoli,Brescia,Napoli vs Brescia
2,2,Bologna,Cagliari,Bologna vs Cagliari
3,0,Fiorentina,Catania,Fiorentina vs Catania
5,2,Internazionale,Genoa,Internazionale vs Genoa
0,0,Chievo,Parma,Chievo vs Parma
2,0,Lazio,Palermo,Lazio vs Palermo
2,2,Cesena,Juventus,Cesena vs Juventus
1,1,Milan,Bari 1908,Milan vs Bari 1908
2,0,Roma,Lazio,Roma vs Lazio
1,0,Catania,Sampdoria,Catania vs Sampdoria
0,4,Cagliari,Udinese,Cagliari vs Udinese
1,0,Genoa,Palermo,Genoa vs Palermo
0,1,Lecce,Bologna,Lecce vs Bologna
0,1,Chievo,Fiorentina,Chievo vs Fiorentina
1,3,Parma,Napoli,Parma vs Napoli
1,1,Brescia,Internazionale,Brescia vs Internazionale
1,0,Lazio,Cesena,Lazio vs Cesena
1,0,Palermo,Milan,Palermo vs Milan
2,2,Fiorentina,Roma,Fiorentina vs Roma
2,1,Juventus,Brescia,Juventus vs Brescia
2,0,Udinese,Catania,Udinese vs Catania
1,2,Bari 1908,Chievo,Bari 1908 vs Chievo
1,1,Bologna,Genoa,Bologna vs Genoa
1,0,Internazionale,Lecce,Internazionale vs Lecce
0,1,Sampdoria,Parma,Sampdoria vs Parma
2,1,Napoli,Cagliari,Napoli vs Cagliari
1,2,Parma,Bari 1908,Parma vs Bari 1908
1,2,Parma,Bari 1908,Parma vs Bari 1908
1,2,Parma,Bari 1908,Parma vs Bari 1908
3,1,Brescia,Bologna,Brescia vs Bologna
3,0,Milan,Internazionale,Milan vs Internazionale
4,3,Napoli,Lazio,Napoli vs Lazio
0,1,Genoa,Cagliari,Genoa vs Cagliari
2,2,Cesena,Fiorentina,Cesena vs Fiorentina
4,0,Catania,Palermo,Catania vs Palermo
0,0,Chievo,Sampdoria,Chievo vs Sampdoria
2,0,Lecce,Udinese,Lecce vs Udinese
0,2,Roma,Juventus,Roma vs Juventus
2,0,Internazionale,Chievo,Internazionale vs Chievo
1,2,Udinese,Roma,Udinese vs Roma
3,2,Juventus,Genoa,Juventus vs Genoa
1,1,Cagliari,Brescia,Cagliari vs Brescia
1,1,Bari 1908,Catania,Bari 1908 vs Catania
2,2,Palermo,Cesena,Palermo vs Cesena
1,2,Sampdoria,Lecce,Sampdoria vs Lecce
0,2,Bologna,Napoli,Bologna vs Napoli
2,0,Lazio,Parma,Lazio vs Parma
1,2,Fiorentina,Milan,Fiorentina vs Milan
2,3,Roma,Palermo,Roma vs Palermo
2,0,Parma,Internazionale,Parma vs Internazionale
3,0,Milan,Sampdoria,Milan vs Sampdoria
1,0,Cesena,Bari 1908,Cesena vs Bari 1908
2,0,Chievo,Bologna,Chievo vs Bologna
3,0,Genoa,Brescia,Genoa vs Brescia
3,3,Lecce,Cagliari,Lecce vs Cagliari
0,0,Fiorentina,Juventus,Fiorentina vs Juventus
1,4,Catania,Lazio,Catania vs Lazio
1,2,Napoli,Udinese,Napoli vs Udinese
1,0,Roma,Chievo,Roma vs Chievo
0,2,Bologna,Cesena,Bologna vs Cesena
1,2,Cagliari,Fiorentina,Cagliari vs Fiorentina
2,1,Internazionale,Lazio,Internazionale vs Lazio
4,2,Genoa,Lecce,Genoa vs Lecce
2,1,Palermo,Napoli,Palermo vs Napoli
0,2,Udinese,Parma,Udinese vs Parma
0,1,Bari 1908,Sampdoria,Bari 1908 vs Sampdoria
0,1,Brescia,Milan,Brescia vs Milan
2,2,Juventus,Catania,Juventus vs Catania
1,2,Cesena,Internazionale,Cesena vs Internazionale
1,0,Napoli,Genoa,Napoli vs Genoa
3,3,Sampdoria,Brescia,Sampdoria vs Brescia
2,0,Catania,Cagliari,Catania vs Cagliari
1,0,Chievo,Lecce,Chievo vs Lecce
3,1,Parma,Palermo,Parma vs Palermo
5,2,Fiorentina,Udinese,Fiorentina vs Udinese
2,3,Bari 1908,Roma,Bari 1908 vs Roma
0,1,Lazio,Juventus,Lazio vs Juventus
1,0,Milan,Bologna,Milan vs Bologna
2,1,Palermo,Bari 1908,Palermo vs Bari 1908
0,0,Roma,Milan,Roma vs Milan
1,2,Brescia,Catania,Brescia vs Catania
0,2,Cagliari,Cesena,Cagliari vs Cesena
2,1,Udinese,Lazio,Udinese vs Lazio
0,0,Bologna,Parma,Bologna vs Parma
3,1,Internazionale,Fiorentina,Internazionale vs Fiorentina
2,1,Lecce,Napoli,Lecce vs Napoli
2,1,Genoa,Sampdoria,Genoa vs Sampdoria
2,2,Juventus,Chievo,Juventus vs Chievo
1,1,Fiorentina,Bologna,Fiorentina vs Bologna
1,1,Fiorentina,Bologna,Fiorentina vs Bologna
1,1,Fiorentina,Bologna,Fiorentina vs Bologna
4,2,Lazio,Genoa,Lazio vs Genoa
4,1,Milan,Cagliari,Milan vs Cagliari
1,0,Cesena,Brescia,Cesena vs Brescia
1,0,Parma,Juventus,Parma vs Juventus
0,2,Bari 1908,Lecce,Bari 1908 vs Lecce
2,1,Catania,Roma,Catania vs Roma
0,2,Chievo,Udinese,Chievo vs Udinese
1,2,Sampdoria,Palermo,Sampdoria vs Palermo
1,1,Napoli,Internazionale,Napoli vs Internazionale
0,4,Bologna,Bari 1908,Bologna vs Bari 1908
1,3,Palermo,Chievo,Palermo vs Chievo
3,1,Internazionale,Catania,Internazionale vs Catania
3,2,Genoa,Cesena,Genoa vs Cesena
2,2,Brescia,Fiorentina,Brescia vs Fiorentina
1,1,Cagliari,Parma,Cagliari vs Parma
2,4,Lecce,Lazio,Lecce vs Lazio
0,0,Udinese,Milan,Udinese vs Milan
3,1,Roma,Sampdoria,Roma vs Sampdoria
2,2,Juventus,Napoli,Juventus vs Napoli
0,2,Cagliari,Milan,Cagliari vs Milan
0,0,Robur Siena,Fiorentina,Robur Siena vs Fiorentina
4,1,Atalanta,Cesena,Atalanta vs Cesena
0,0,Udinese,Juventus,Udinese vs Juventus
4,1,Internazionale,Lecce,Internazionale vs Lecce
0,2,Bologna,Roma,Bologna vs Roma
0,0,Lazio,Chievo,Lazio vs Chievo
6,1,Napoli,Genoa,Napoli vs Genoa
2,2,Novara,Palermo,Novara vs Palermo
3,3,Parma,Catania,Parma vs Catania
0,0,Catania,Robur Siena,Catania vs Robur Siena
2,2,Chievo,Novara,Chievo vs Novara
2,2,Milan,Lazio,Milan vs Lazio
1,3,Cesena,Napoli,Cesena vs Napoli
2,0,Fiorentina,Bologna,Fiorentina vs Bologna
4,1,Juventus,Parma,Juventus vs Parma
2,2,Genoa,Atalanta,Genoa vs Atalanta
0,2,Lecce,Udinese,Lecce vs Udinese
1,2,Roma,Cagliari,Roma vs Cagliari
4,3,Palermo,Internazionale,Palermo vs Internazionale
0,0,Internazionale,Roma,Internazionale vs Roma
0,0,Internazionale,Roma,Internazionale vs Roma
0,0,Internazionale,Roma,Internazionale vs Roma
2,0,Udinese,Fiorentina,Udinese vs Fiorentina
3,1,Napoli,Milan,Napoli vs Milan
2,1,Cagliari,Novara,Cagliari vs Novara
0,2,Bologna,Lecce,Bologna vs Lecce
1,0,Atalanta,Palermo,Atalanta vs Palermo
1,0,Catania,Cesena,Catania vs Cesena
1,2,Lazio,Genoa,Lazio vs Genoa
2,1,Parma,Chievo,Parma vs Chievo
0,1,Robur Siena,Juventus,Robur Siena vs Juventus
3,1,Novara,Internazionale,Novara vs Internazionale
1,2,Cesena,Lazio,Cesena vs Lazio
1,0,Chievo,Napoli,Chievo vs Napoli
3,0,Fiorentina,Parma,Fiorentina vs Parma
3,0,Genoa,Catania,Genoa vs Catania
1,1,Juventus,Bologna,Juventus vs Bologna
1,2,Lecce,Atalanta,Lecce vs Atalanta
1,1,Milan,Udinese,Milan vs Udinese
3,2,Palermo,Cagliari,Palermo vs Cagliari
1,1,Roma,Robur Siena,Roma vs Robur Siena
1,3,Bologna,Internazionale,Bologna vs Internazionale
1,0,Milan,Cesena,Milan vs Cesena
0,0,Napoli,Fiorentina,Napoli vs Fiorentina
2,1,Chievo,Genoa,Chievo vs Genoa
2,1,Atalanta,Novara,Atalanta vs Novara
0,0,Cagliari,Udinese,Cagliari vs Udinese
1,1,Catania,Juventus,Catania vs Juventus
0,0,Lazio,Palermo,Lazio vs Palermo
3,0,Robur Siena,Lecce,Robur Siena vs Lecce
0,1,Parma,Roma,Parma vs Roma
3,1,Roma,Atalanta,Roma vs Atalanta
0,3,Internazionale,Napoli,Internazionale vs Napoli
3,3,Novara,Catania,Novara vs Catania
0,0,Cesena,Chievo,Cesena vs Chievo
1,2,Fiorentina,Lazio,Fiorentina vs Lazio
2,0,Palermo,Robur Siena,Palermo vs Robur Siena
3,1,Parma,Genoa,Parma vs Genoa
2,0,Udinese,Bologna,Udinese vs Bologna
2,0,Juventus,Milan,Juventus vs Milan
0,2,Lecce,Cagliari,Lecce vs Cagliari
2,1,Catania,Internazionale,Catania vs Internazionale
3,0,Milan,Palermo,Milan vs Palermo
1,2,Napoli,Parma,Napoli vs Parma
0,0,Cesena,Fiorentina,Cesena vs Fiorentina
